,Yorum,Etiket
1522,Sorunsuz teslimat.Her zaman kullandığım ürün.,1
1523,Çok güzel bir ürün uzatıyor ve hacim veriyor tavsiye ediyorum kullanılması gereken en güzel maskara👍,1
1524,Her zaman kullandığım ürün memnunum paketlenmesi de gayet yeterliydi.,1
1525,Kesinlikle tavsiye ediyorum hem koyu hem de hacimli gösteriyor.,1
1526,Ürünü çok beğendim.  Sorunsuz bir şekilde geldi ve düzgün paketlenmisti.  Hepsi burada ya teşekkürler,1
1527,Kesinlikle cok güzel bir ürün hem kivirip hemde muhtesem bir siyahlik sağlıyor,1
1528,Rengi çok koyu olur diye endişelendim fakat öyle olmadı kararında ve belirgin bırakıyor akma da yapmıyor tavsiye ederim,1
1529,Eşim çok memnun olduğunu söyledi. Sürekli kullandığı ürün zaten. Bu tip ürünleri Hepsiburada gibi   güvenli bir yerden almak lazım,1
1530,Her zamanki etki beğenerek alıyorum bu markadan başkasını kullanamaz oldum,1
1531,Çok hızlı geldi çok teşekkürler,1
1532,güzel sıkıntı yoktu,1
1533,"Hızlı gönderi, kaliteli hizmet, paketleme oldukça iyi, kirpikleri tek tek ayırıyor ve kıvırıyor yelpaze etkisine beş yıldız 👍🏻",1
1534,Ürünü çok beğendim.  Sorunsuz bir şekilde geldi ve düzgün paketlenmisti.  Hepsi burada ya teşekkürler,1
1535,Kesinlikle cok güzel bir ürün hem kivirip hemde muhtesem bir siyahlik sağlıyor,1
1536,Rengi çok koyu olur diye endişelendim fakat öyle olmadı kararında ve belirgin bırakıyor akma da yapmıyor tavsiye ederim,1
1537,Çok hızlı geldi çok teşekkürler,1
1538,Çok güzel yalnız benim gözlerime alerji yaptı sulanma oldu,1
1539,İyi iş,1
1540,Mükemmel,1
1541,Hızlı teslimat. İyi paketlenmiş.,1
1542,Süper,1
1543,Güzel rimel fakat öyle anlattıkları gibi vaov değil,1
1544,Loreal türkiye adlı satıcıdan rimel ve maskara aldım ürünler korumalı bir şekilde tam vaktinde geldi içine hediye de koymuşlar çok memnun kaldım teşekkürler,1
1545,"Sürekli kullandığım bir maskara, koruma bandı üzerinde ve ıyi paketlenmiş bir şekilde geldi ve tek kullanımlık  lorel saç serumu hediye göndermişler, hepsiburada güvenli bir site teşekkür ediyorum",1
1546,Ürünü beğendim ama bana istediğim maskarayı göndermişler ama benziyor Maybellinenin .,1
1547,"Öncesinde yine last sensetional kullanıyordum ama extra siyah değildi, ondan çok memnundum kirpikleri doğal gibi ayırıyordu topaklanma yapmıyordu bu da onun gibi sadece daha siyah hali öncekine göre kendini belli edeceğini düşündüğümden aldım, memnun kaldım",1
1548,Paket özenli şekilde sarılmıştı  emeğinize sağlık. Hücre düşünmeden alış veriş yapabileceğim tek adressin hepsi burada,1
1549,Şimdiye kadar ki kullandığım en iyi maskara.,1
1550,Çok başarılı bir ürün. Tavsiye ederim,1
1551,Kargom kısa sürede geldi Daha önce kullandığım bir ürün olduğundan çok memnunum.,1
1552,Çok iyi çok da güzel,1
1553,Hep kullandığım bir ürün harika,1
1554,Harika bir ürün herkese tavsiye ederim,1
1555,Şimdiye kadar ki kullandığım en iyi maskara.,1
1556,Hızlı kargo güvenlırı ürün  cok kısa bi sürede elime ulaştı en sevdiğim ürünlerden,1
1557,Hep kullandığım bir ürün harika,1
1558,Kargom kısa sürede geldi Daha önce kullandığım bir ürün olduğundan çok memnunum.,1
1559,Çok iyi çok da güzel,1
1560,Çok başarılı bir ürün. Tavsiye ederim,1
1561,Hepsiburada farki ile kisa zamanda elime gecti. Urun iyi hizmet daha iyi,1
1562,Kargo zamanında geldi teşekkürler,1
1563,Güzel,1
1564,Ürün çok hızlı ve düzgün paketleme ile hemen geldi,1
1565,Ürünü uzun zamandır kullanıyorum. Tavsiye ederim,1
1566,Ürünü uzun zamandır kullanıyorum.Yoğun kıvam ve kıvrımlı kirpikler.,1
1567,Kirpikleri yelpaze gibi yapan harika maskaradir kendisi,1
1568,Çok iyi teşekkürler,1
1569,Buna yorum yapmaya zaten gerek yok parasını sonuna kadar hak ediyo,1
1570,Gayet guzel hakkini veriyor cok begendim👍👍👍,1
1571,Kirpiklerimi çok güzel yapıyor,1
1572,Etki Yapabilecek bir ürün fiyatıda makul,1
1573,Güzel fakat kirpikleri dolgun durdurmuyor,1
1574,ürün fotoğraftaki gibi geldi ve güzel paketlenmişti. bir yıldız kırma sebebim biraz geç gelmesi.,1
1575,"Kaliteli, güvenilir ürün.",1
1576,"Urun sorunsuz elime ulaştı, iyiki almışım.",1
1577,Mükemmel bir ürün.fiatı uygun.kargo hızlı.,1
1578,Hızlı kargo orjinal ürün. Çok teşekkürler.,1
1579,Çok seviyoruz,1
1580,Bittikçe stokluyorum. Çok güzel herkese tavsiye ederim.,1
1581,"Yıllardır kullanıyorum,çok güzel bir rimel.",1
1582,Severek kullanıyorum ilk defa maskarayi bu kadar sevdim.,1
1583,"Müthis ürün, indirim yakalayınca hemen kapın",1
1584,harika,1
1585,Aynı ürün orjinali geldi 2 günde elime ulaştı,1
1586,Çok harika bir ürün,1
1587,Harika bir ürün,1
1588,Çok güzel bir alışveriş deneyimiydi. Teşekkürler.,1
1589,marka belli,1
1590,çok beğendim:),1
1591,Çok memnun kaldım arkadaşlar herkese tavsiye ediyorum,1
1592,En verim aldığım rimel bu marka oldu. Kuruma yapmıyor kolay kolay.,1
1593,Yani sanırım yapılacak en iyi rimel olabilir. Akma yapmıyor. Hindistancevizi yağı ile çıkıyor.,1
1594,Kargo zamanında geldi teşekkürler,1
1595,Kirpikleri yelpaze gibi yapan harika maskaradir kendisi,1
1596,Maybeline kalitesi,1
1597,Gayet guzel hakkini veriyor cok begendim👍👍👍,1
1598,Fena değil,1
1599,"güzel ürün daha önce kullanmıştım. hediye gelmedi ama paketleme süperdi, sipariş ettikten 4-5 gün sonra elime ulaştı",1
1600,Ayrı ayrı durmasi ve ekstra siyahlık katmasi ile bayıldıgım rimelim :)),1
1601,Ben çok beğenmedim kısa ince kirpikleriniz varsa dolgunlaştırmıyor sivri sivri ok gibi yapıyor. Bir daha almam.,1
1602,"Bana da hediye gelmedi ama kargo çok hızlıydı hakkını yememek gerek, benim kirpiklerim zaten uzundu şimdi bu ürün de üstüne eklenince görünümü kesinlikle mükemmel ❤️",1
1603,"Favori rimelim, bir sorunla karşılaşmadım",1
1604,Çok güzel beğendim,1
1605,Ürün pazar günü olmasına ragmen elime ulaştı. Teşekkür ederim.,1
1606,Her zaman kullandığım bir üründü çabuk ulaştı çok tşk ederim,1
1607,Koruma bandı üzerinde fakat geç gelen bir kargo severek kullandığım bir mascara tavsiye ederim,1
1608,"Bu maskarayı kullanmayan kalmamıştır herhalde, çok iyi bi ürün paketleme de güzeldi",1
1609,Çok hızlı geldi zaten harika bir ürün,1
1610,Ürün çok hoş kesinlikle tavsiye ederim,1
1611,Kalite,1
1612,Güzel,1
1613,fena değil,1
1614,Zaten bildiğim kullandığım bi ürün çok iyi 🤗,1
1615,evet güzel ama şüper degil parasina gore uygun,1
1616,Teşekkürler,1
1617,"Bu maskarayı kullanmayan kalmamıştır herhalde, çok iyi bi ürün paketleme de güzeldi",1
1618,"Bana da hediye gelmedi ama kargo çok hızlıydı hakkını yememek gerek, benim kirpiklerim zaten uzundu şimdi bu ürün de üstüne eklenince görünümü kesinlikle mükemmel ❤️",1
1619,Harika bir üründür.,1
1620,"Daha önce de Loreal marka rimel kullandım. Bu da diğerleri gibi süper. Ürünüm sorunsuz, verilen sürede elime ulaştı. Kadıns Kozmetik'e teşekkürler.",1
1621,güzel paketlenmişti,1
1622,Çok başarılı,1
1623,Guzel,1
1624,Mükemmel,1
1625,Başarılı,1
1626,Gayet iyi,1
1627,Ürün çok hoş kesinlikle tavsiye ederim,1
1628,Eşime hediye aldım ve çok beğendi.,1
1629,Orjinal,1
1630,Kalite,1
1631,Güzel,1
1632,Çok iyi diyemem vasat,1
1633,fena değil,1
1634,Çok güzel memnunumm,1
1635,Mükemmel,1
1636,"Üzgünüm,beklentimi karşılamadı.",1
1637,ürünü tek geçerim,1
1638,Beş yıldız,1
1639,Fiyatına göre iyi,1
1640,Ürün güzel fakat kargo firması paketi düzgün teslim edemedi ve sorun yaşadık.,1
1641,ürün korumalı ve hatasız geldi. teşekkürler.,1
1642,Çok güzel,1
1643,Güzel paketlenmiş ve hızlı gönderim kesinlikle tavsiye 👍🏻,1
1644,Güzel fiyat,1
1645,çok hızlı bir şekilde ürünüm elime ulaştı.teşekkürler,1
1646,Kirpikleri agirlaatirmiyo begendim,1
1647,Urunu tavsiye uzerine kullanmaya basladim simdi ise vazgecilmezim. İndirimli oldugu icin hemen iki tane siparis verdim. Kacirmayin memnun kalacaksiniz,1
1648,hızlı teslimat,1
1649,hızlı ve paketli geldi ...,1
1650,Ürün elime ulaştı. Zaten severek kullandığım bir maskara idi.,1
1651,Ürünü beğendim tavsiye ederim,1
1652,Kargo muhtesem hizli tskler hepsi burada😊,1
1653,Yorumlara bakarak almıştım ama pek memnun kalamadım,1
1654,ürün paketlemesi çok iyi.kısa sürede elime ulaştı.düz kirpiklerde fazla etki göstermesede yine güzel bir ürün,1
1655,güzel,1
1656,Daha önce kullandım yedeklemek için aldım. Çok güzel fiyat iyi👍,1
1657,plastik gibi oluyo internetteki yorumlara uyup aldim ama bekledigim gibi degil kirpikleri birbirine yapistiriyo naylon gibi,1
1658,Ürün gayet güzel ama firmanın koruma bandı olmadan göndermesi canımı sıktı birdaha asla internetten almam,1
1659,eşim beğenerek kulllanıyor,1
1660,Teşekkürler,1
1661,zaten kullandığım ürün çok güzel,1
1662,bad,1
1663,"Ürün gayet güzel. Halen kullanıyorum. Topak bırakmıyor, kirpikleri tek tek ayırabiliyor. Tavsiye ederim.",1
1664,rimelin yanindaki göz kalemi içi kırık olduğu için üzgünüm,1
1665,Bu kadar güzel bir maskarayı bu fiyata bulmak kaçırılmayacak bir fırsat gerçekten. Teşekkürler Maybelline.,1
1666,Güzel bir ürün. Takma kirpik ve uzun kirpik etkisi yaratıyor. Kısa kirpikli kişilere önerinim. Makyöz tavsiyesi ??,1
1667,herşeyi harika ama kirpikleri zamanla döküyor 1 yıldır kullanıyordum üzülerek bıraktım,1
1668,ürünüm elime ulaştı maybelline maskarasını ilk defa burda keşfettim denedim ve memnun kaldım rahatlıkla alabilirsiniz arkadaşlar :) teşekkürler hepsiburada ailesi,1
1669,İndirimli haliyle aldım fiyatına göre başarılı.,1
1670,hiç topaklanmayan ve gerçekten kirpikleri tek tek ayıran başka ürünler kullandım ama fiyatı bundan kat kat fazla o kalitede olmasa da gayet kullanılabilir bir maskara.,1
1671,"Şu ana kadar kullandığım en iyi maskara kesinlikle. Koyuluğu, kirpikleri tek tek ayırması, uzun göstermesi. Bir maskaradan daha ne beklenebilir zaten",1
1672,Gerçekten iyi kıvırıyor uzun süre de kalıcı ama hacim konusunda çok başarılı değil bence.Fiyatına göre başarılı,1
1673,Kullandığım en iyi maskaralardan biri. Fakat suya dayanıklı. Bunu bilerek alın derim.,1
1674,çok beğendim hızlı teslimat için de ayrıca teşekkürler,1
1675,Bugün sipariş verdim yorumlara guvenerek umarim güzel sonuç alırım heycanla bekleniyor 🧡😊,1
1676,Cok beğendim. Teşekkürler hepsi burada ??,1
1677,Gerçekten kirpikleri teker teker ayırıyor. Kalınlaştırma dolgunlaştırma yok ama kirpikler yay gibi tek tek ortaya çıkıyor.,1
1678,Üç ürün aldım ruj maskara ve eyeliner gerçekten çok kaliteli çıktı kargomda zamanında geldi. Teşekkürler...,1
1679,Çok beğendim gerçekten güzel bir ürün hem dolgunlaştırıp hem uzun gösteriyor,1
1680,"Kirpiklerimi uzun, yoğun ve hacimli gösteriyor. Her gün kullandığım bi ürün ve kesinlikle kirpiklerime zarar vermiyor 💗 Hiç düşünmeden alın derim 😇",1
1681,"fiyatına göre iyi bir ürün, arada bir alınacak maskaralardan biri olur.",1
1682,Öyle büyük bir şans eseri uygun bir fiyata almanın mutluluğunu yaşıyorum bu güzel maskarayı kesinlikle çok iyi 3 tane aldım yorumlarda zor çıktığı yazılmış kolaylıkla miceller su ile çıkardım çok güzel uzattı kirpiklerimi yapıştırmadı iyi ki aldım tavsiye ediyorum,1
1683,Iyi,1
1684,Hızlı teslimat için teşekkürler!,1
1685,"Kargo hizliydi,paketleme guzel urunu yorumlara bakarak aldim .. inslah memnun kalirim",1
1686,cok uuguna aldim ve cok begendim tskler,1
1687,Güzel,1
1688,İyi,1
1689,fırçanin bir tarafi kisa bir tarafi uzun. bir tarafiyla dolgunlaştirip diğer tarafıyla tarayarak volum verebiliyorsunuz. yıkayinca parca parca cikiyor plastik gibi bir malzemesi var ama bence fiyatina gore cok başarılı. indirimli iken alirsaniz tabi,1
1690,paketlenmesi cok iyiydi urun banti kapaliydi cok tesekkur ederim ilginiz ve urununuz icin,1
1691,Harika başarılar,1
1692,Maybelline markası kullanan biri olarak hiç beğenmedim dışı ile ici çok farklı yorumlar güzel ama maalesef  ürün gelince kullandigim ürünle hiç alakası yok kokusu bile farklı çok sıradan kötü kokuyor,1
1693,gayet iyi,1
1694,memnun kalmadım kirpige yapışıyor kolay kolay geçmiyor hacimli de değil kirpikleri döküyor,1
1695,Kendime aldım. Fiyat-Performans olarak mükemmel bir cihaz. Gayet memnun olarak kullanmaktayım. Kesinlikle tavsiye ederim...,1
1696,Satıcı firma olan “Birtane Firması”nın hayatımda rastladığım en güvenilir firma olduğunu söyleyebilirim. Aldığım üründe çıkan problemi aramızda 1014 km olmasına rağmen jet hızıyla çözdüler. Gerek firma sahibi Mehmet Birtane gerekse firma çalışanı Sercan Özkaynak'a tekrar teşekkür ederim. Bundan sonra internet üzerinden alacağınız ürünün satıcı firmasının “Birtane telekom”olmasına dikkat etmenizi tavsiye ederim. Gözünüz kapalı güvenebilirsiniz.,1
1697,Süper satıcı,1
1698,Türkiye garantili urunum fiyatida uygun 1 günde teslimat yapıldı teşekkür ederim,1
1699,Ürün harika bu paralara alına bilecek iyi telefon satıcı çok iyi teşekkürler,1
1700,Gelen şarj cihazı hızlı şarj değil. Ama ürün gayet f/p ürünü. Kesinlikle tavsiye ederim.,1
1701,-Redmi note 8 sağlam telefon.,1
1702,-Ayrıca redmi note 9 aldım almaz olsaydım.,1
1703,Bataryası çok uzun süre gidiyor. Ekran büyüklüğü parlaklığı kalitesi çok iyi. Fotoğraf çekimi çok güzel. Telefon hızı da mükemmel.,1
1704,Parasının hakkını veriyor 👌🏻,1
1705,Satıcıya geçde olsa teşekkürü borç bilirim alalı epey oldu ısınmada yok çok başarılı şarjı uzun gidiyor gayet hızlı teşekkürler,1
1706,Bu telefonu iyiki almışım,1
1707,Fiyatı uygun. Özelikleri birçok pahalı üründen daha iyi,1
1708,Harika bir telefon çok memnunum,1
1709,Çok mükemmel bir telefon tereddüt etmeden alabilirsiniz,1
1710,Sabahtan aksama kadar pubg oynaniyor telefonda gayet kullanisli,1
1711,Sorunsuz teslimat yapıldı ürün de gayet güzel android kullanımı kolay.,1
1712,Anlatmaya gerek yok.kullanan bilir.tavsiye ederim.samsung ıphone vs hepsi çöp,1
1713,"Kullandığım en iyi telefon şarj batarya, kamera ve ekran olarak.",1
1714,On numara guzellllll,1
1715,"Bence fiyat performans ürünü, bu yüzden mükemmel.",1
1716,Fiyatına göre çok iyi bir telefon,1
1717,Beğendim...,1
1718,1 yıldır kullanıyorum güzel kaliteli ürün,1
1719,"Kalite-fiyat , bence mükemmel . . .",1
1720,İyi ürün,1
1721,Aylardır kullandığım bir telefon ve çok memnunum. Herhangi bir sıkıntı yaşamadım. Ekran ve ses kalitesi oldukça iyi. Bataryası güçlü ve hızlı şarj özelliği mevcut. Almak isteyenlere güvenle tavsiye ederim. Kargo da gayet iyi paketlenmişti ve yaklaşık olarak 9-10 günde geldi.,1
1722,"Arkadaşlar, sadece arka kapakta fabrikasyon hatası vardı. Tam oturmuyordu. Farketmedim bile. Bir telefoncu bakıp söyleyene kadar. İade etmeyi düşünmüştüm sonradan uğraşmak istemediğim için vazgeçtim. Şu ana kadar gayet memnunum. Tavsiye ederim.",1
1723,abime aldık. güzel telefon. bir üst modelinde volte yok. bu modelde var. note 9 yerine bu alınabilir. tabi performans isteyen mi serisine yönelsin mi 8 bile note 10 serisinden daha iyi,1
1724,Ürünü hepsi burada aracılığıyla gönül rahatlığı ile aldım. Ve en uygun fiyatı hepsi burada veriyor.,1
1725,Yaklaşık bir yıl oldu sadece şifre sorunu yaşadım.,1
1726,Başka bir sıkıntı yok,1
1727,Şu an bu üründen yazıyorum yorumu ürün çok iyi👌🏻,1
1728,Özellikleri fiyatına göre güzel.megapiksel yüksekse kamerası iyidir diye alıyorsanız almayın çünkü mp nin fazla olması fotoğrafların güzel olacağı anlamına gelmez ama kötü bir kamerası da yok.,1
1729,Bayıldım renk müthiş,1
1730,Teşekkürler...,1
1731,Şarji yoğun kullanımda öğlene kadar ancak dayanıyor. Çok kullanmasaniz günü kurtarıyor,1
1732,Ürün gayet kullanışlı fakat benim telefon şanssızlığı bunda da buldu. Ghost screen denen hayalet ekran problemi oluştu. Bakalım hayırlısı garanti yolu gözüktü,1
1733,"Satış rakamları ne kadar iyi bir cihaz olduğunu gösteriyor ,fiyat performans ürünü , fakat zam elince biraz fiyatı yükseldi",1
1734,Uygun fiyatlı performans ürünü,1
1735,Şarj Aletini Taktıktan yaklaşık 5 dakika sonra telefon aşırı ısınıyor bir gün patlayıp bir kişiyi yaralayacak ama ne zaman bilmiyorum onun dışında herşey çok güzel kullanışlı telefon canını sevmeyenlere tavsiye ederim her an herşey olabilir,1
1736,Tek derdimizi arka kamerası toz alıyor,1
1737,Bana sorarsanız kamerası abartıldığı seviyede değil fakat kötü de demiyorum.Diğer özellikleri de gayet güzel.Gönül rahatlığıyla alınıp kullanılabilir,1
1738,"Telefonu alalı yaklaşık 5 ay oldu dört dörtlük telefon diyebilirim. Kendi mesaj uygulaması ve kişiler uygulaması olsa tadından yenmezdi. Google uygulamasını kullanıyor. Pil ömrü iyi, takılma donma zaten yok(oyun oynamıyorum). Hafızası zaten harika. Ama biraz karışık telefon. Keşfetmek lazım. Bir de artık telefonlarda marka çok da önemli değil artık. Performansına göre fiyatı uygun, vi de radyosu var.",1
1739,Ürün 6 aydır kullanıyorum ilk zamanlar kasma sorunu yoktu çok fazla fotoğraf çekiyorum zaten uygulamaların boyutları da yüksek ara sıra kasma yapıyor takılıyor geçişler de bazen aramalarda açmaya çalışıyorum açmıyor..bu yorumları yaşadım tecrübe istinaden yazdım onun dışında telefon kullanışlı f/p,1
1740,9 ay önce kendime almıştım şimdide kuzenime aldık fiyat performans ürünü marka takıntısı olmayanlara tavsiye ederim hızlı ve sağlam bir şekilde elimize ulaştı teşekkürler Hepsiburada..,1
1741,FİYATINA GÖRE FENA DEĞİL PAPÇİ OYNAYANLAR ALMASIN,1
1742,GAYET İYİ,1
1743,Fiyat performans 👍🏻,1
1744,Ürünü annem için aldık. Satın alalı 6 ay oldu şuana kadar gayet güzel kullanımı kamerası 4 adet ama 2 si aktif diğer ikisi  kullanılmıyor sanırım  batarya durumu iyi yoğun kullanımda günü kurtarıyo pubg oynanırken kasma donma yok ısınma olmuyor kutu içeriğinde kulaklık yok cıkmadı  paketleme iyi ve teslimat hızı cok iyidi,1
1745,1 yıldır kullanıyorum genel olarak idare eder ama kasmaya başladı. Ekranda ghost screen sorunu var. Kamerası yüksek ışıkta iyi çekiyor.,1
1746,Bir müddet sonra ekrana basmak zorlaşıyor. Ürün daha çok geliştirilmeliydi. Ancak f/p bakımından yeterli görünebilir. Fiyat düşürülmesi gerekir.,1
1747,Çok güzel ürün uzun zaman oldu alalı memnumum,1
1748,"Telefonumda 4,5 g de iken arama gelince internetim kapanıyor. İlk zamanlar şarj güzeldi fakat 100 de 15 20 civarı 8 ayda performans kaybetti.",1
1749,Ben geçen sene aldım telefonu memnunum ama şuan bunu almak yerine biraz daha ekleyip note9s almak çok çok daha mantıklı,1
1750,Telefonun şarjı kısa sürede dolup uzun sürede bitiyor şarj çok iyi ekranda mükemmel işlemcide yeterli fakat kamera aşırı kötü ya benim telefonumda sıkıntı var ya da telefonun kendisinde problem var ön kamerası gerçekten çok kötü arka kamera ışıklı ortamda gayet iyi,1
1751,Ürün çok kısa sürede elime geçti fakat arka kısmında beyaz sim kart yada hafıza kartı resmi ve açıklamalar olan bir kağıt var anlamadım ekran hız gibi konularda Samsung kadar iyi değil Samsung almak daha mantıklı,1
1752,ürün parasini kesinlikle hakediyor .,1
1753,bu fiyata alınacak en iyi telefon.,1
1754,"fakat, PTT kargo bir felaket.",1
1755,aynı gün kargo ancak beş günde geldi.,1
1756,Kötü cihaz iPhone dan şaşmayın,1
1757,Fiyatını fazlasıyla hak eden bir telefon.,1
1758,Güzel,1
1759,Güzel ucuz ve kaliteli urun arayanlar budur,1
1760,Çok memnunum,1
1761,Kamera olarak çok daha iyi. Sensör farkı + geniş açı ve macro lens var. Note 7de 2016 çıkışlı orta segment 14nm işlemci var. Note 8de 2019 çıkışlı aynı segment 11nm işlemci var daha hızlı işlem yapıp daha az güç tüketiyor. Grafik işlemcisi de daha üstün tasarım olarak da daha iyi.Prosunu almama sebebim işletim sistemi sadece yoksa oda güzel telefon,1
1762,Xiaomi redmi note 8 128 GB ideal bir seçenek,1
1763,İyi paketlenmişti gerçekten. Kulaklıkta olsaydı yanında çok daha iyi olurdu.,1
1764,"Yaklaşık bir senedir kullanıyorum. Bir ay kadar önce ""ghost screen"" problemi başladı. Ama çok rahatsız edici boyutta değil, yalnızca ekranın kenarlarında. Batarya performansı başta çok iyiydi (2 güne kadar gidiyordu) ancak bu performans seviyesinden aşağı çok hızlı düştü. Şu an günlük şarj etmem gerekiyor. Bence bu performans hala iyi ancak dediğim gibi ilk performansı beklentimi çok yükseltmişti.",1
1765,"Teknik olarak değil, direkt kullanım olarak deneyimimi artılarıyla, eksileriyle ve normalleriyle paylaşacağım. + ebat anlamında ideal. biraz daha büyük olsaydı rahatsızlık verebilirdi.+ ağır olmasına rağmen, kullanım esnasında hiç ağırlığını hissettirmiyor. sanırım iyi bir tasarım sonucu böyle.+ ekran çözünürlüğü ve parlaklığı gayet iyi.+ dokunmatik hassasiyeti gayet iyi.+ hoparlör performansı başarılı.+ cihazın akıcılığı ve hızı başarılı. uygulamalar hızlı açılıyor.+ arka kamera gündüz ve akşam çekiminde gayet başarılı. ön kamera ise iyi.+ mevcut adaptörü ile %20 şarjdan, %98'e yaklaşık 1,5 saatte şarj oldu. hızlı sayılır. fakat yüksek kapasiteli adaptör ile hızlı şarj özelliğinden daha etkin faydalanılabilir.+ parmak izi okuma kapasitesi gayet başarılı. yormadan okuyor.- şarj adaptörü biraz daha küçük olabilirdi.- kulaklık dahil olabilirdi./ ahize sesi oldukça yüksek fakat biraz boğuk gibi./ pil ömrü konusunda konuşmam erken olacaktır, bir kaç günlük kullanımla belli olur fakat yine de olağanüstü bir durum görmedim.sonuç:fiyata bakılırsa gerçekten iyi bir cihaz olduğu aşikardır. aksi iddia edilemez.",1
1766,Xiaomi markası tartışılmaz. Ben de hiç tereddütsüz aldım. Almak isteyenler alabilir.,1
1767,Bu cihazlar gerçekten piyasadaki tüm cihazlara hem fiyatta ustun hemde şarj konusunda her bütçeye uygun ürünü mevcut donma ısınma kasılma yoktur 3 aydır pro 128 kullanıyorum sorunsuz en yeni  android 11 kullanıyor hem ucuz hemde kaliteli incelemenizi tavsiye ederim pişman olmayacağınızı düşünüyorum,1
1768,Ürünü  5 gün önce sipariş ettim. Bugün gidip kendim PTT den aldım.õncelikle ürün global MIUI 11 güncellemesi açar açmaz geldi ve guncelledim.Xiaomi Türkiye garantili mi evet IMEI kontrollerini yaptım iki hatta kayıtlı kamera çok guzel pil tüketimi gayet güzel ara geçişler stabil ve akıcı boyutlar ideal sesi bir harika kısacası bu fiyata alınacak en güzel cihazlardan birtanesi almayı düşünenler hiç düşünmeden alabilirsiniz. Hepsi burada ya ve emeği geçenlere teşekkür ederim.Bu arada PTT kargo berbat demeden geçemeyeceğim..,1
1769,"ilk önve hepsiburada'dan verecektim siparişiama sepete ekleyince hepsiburada'da mavisi kalmamış beni ""ANATOLIAGATE"" isimli satıcıya yönlendirdi. İlk başta satıcıyı bilmediğim için güvenemedim ama işin ucunda hepsi burada var diye verdim siparişi. adamlar çiçek gibi ürün göndermişler tertemiz. WİN TELEKOM(XIAOMI YETKİLİ DİSTRİBÜTÖRÜ) logolu zaten ürün GLOBAL versiyon içiniz rahat olsun. orijinalliğinden ötürü hiç bir sıkıntı yok. yurtiçi kargo ile de 2 günde geldi. antalya/elmalı'da oturuyorum yayla sayılır. Satıcıya da kargoya da hepsiburadayada teşekkürler.",1
1770,"telefona gelecekvolursak. MI 9T düşünüyordum ama arada 1100 lira fark var(128 gb lıklar arasında) oyun düşkünü birisi değilim. kamerası gayat tatminkar. ilk şarjı 8 saat gitti yüzde 60 şarj vardı. ama bu sekiz saat içinde 2 adet bluetooth aygıt bağlıydı. en az bir saat müzik dinledim. en az yarım saat kamera ile ilgilendim. en az yarım saat video izledim. bir sürü güncelleme yaptı. hiç boş durmadı telefon. şu an şarjdan aldım. tam 133 dk da doldu. tek eksisi şarj cihazı 10 watt güç ile çalışıyor biraz yavaş dolduruyor. ama o da benim için sorun değil zaten yavaş doldurması daha sağlıklı pil için. kutusundan çıkan kılıfı gayet kaliteli arkada kamerayı önde ekranı tamamen koruyor yerle teması kesiyor. yalnız kutudan ekran koruyucu çıkmıyor bilginize. eğer alırsanız telefonu bir adet de ekran koruyucu sipariş verin. telefon çok şık özellikle mavisi, beyazı da öyle. siyah kendini çok göstermiyor.",1
1771,"Harika bir cihaz 👏, kusursuz hizmet 👏",1
1772,telefon için diyecek sözüm yok ama artık alacağım 1 ürün varsa hayatım buna bağlıysa ve dünyada tek bu sitede kalmışsa ölürüm yinede burdan almam bitti burası artık...,1
1773,kargo nedeniyle birdaha burdan almam,1
1774,Müthiş,1
1775,Cok guzel bı telefon harıka ve hızlı teslimat dun sıparıs verdım bugün elime ulaştı gayet ıyı bı telefon güvenle alabılırsınız tesekkurler hepsıburda,1
1776,Ürün şarj dayanıklılık süresi olarak harika. Ürün kutusundan hediye olarak orjinal silikon kılıf çıkıyor. Bu kılıf ekran hariç tüm telefonun etrafını kaplıyor ve kaliteli bir kılıf. Ürün kutusundan kulaklık çıkmıyor. Türkiye garantili almakta fayda var arıza anında kafa daha rahat olur. Özellik olarak rakiplerinden 3 katı özellik olarak daha fazla fiyat olarak 3 kat daha ucuz. Düşünmeden alın derim. Çiftsim kart kullanılabiliyor.,1
1777,Kalite hissiyatı yaratan bir cihaz. Fiyat/performans oranı yüksek.,1
1778,"128 GB olması büyük avantaj. Ram 4 GB ve gayet hızlı. Kutu içerisinden çıkan koruyucu kılıf dükkanlarda görmediğim kalitede, sert ve diri. Bir de içinden cam filmi çıksaymış harika olurmuş. Cihazın tasarımı ve eldeki hissiyatı o kadar hoş ki kılıf takmak istemiyor insan. Kutuda kulaklık yok ancak isabet olmuş, herkeste tonla kulaklık vardır evde. Tek eleştirim ortam ışığına karşı yaptığı parlaklık ayarı bazen yetersiz gelebiliyor. Bir de tuş takımı vb. yazıların puntosu default olarak daha büyük olmalı.",1
